page,strip,panel,panel_area,text_area
233,0,0,62580,15448
233,0,1,20440,3079
233,0,2,15087,3878
233,0,3,25200,3798
233,0,4,11900,2261
233,0,5,28700,4011
233,0,6,12070,2014
233,0,7,23380,6979
233,0,8,20868,5285
233,0,9,24816,5911
234,0,0,24660,5377
234,0,1,25380,1832
234,0,2,25380,4521
234,0,3,24660,3542
234,1,0,24920,5547
234,1,1,19402,4286
234,1,2,28302,3456
234,1,3,24920,0
234,2,0,24816,3439
234,2,1,24112,4119
234,2,2,24112,2761
234,2,3,24675,5189
235,0,0,25060,5460
235,0,1,48867,6994
235,0,2,25060,4852
235,1,0,24742,1210
235,1,1,24344,3145
235,1,2,24480,4992
235,1,3,25060,5879
235,2,0,24640,2155
235,2,1,24072,0
235,2,2,23364,0
235,2,3,24780,2198
236,0,0,61438,15117
236,0,1,20294,3594
236,0,2,13483,2653
236,0,3,26271,4178
236,0,4,40727,951
236,0,5,20294,4364
236,0,6,23213,3015
236,0,7,14873,3317
236,0,8,21114,5165
237,0,0,25200,2875
237,0,1,24840,4416
237,0,2,24702,3781
237,0,3,25418,390
237,1,0,25060,2112
237,1,1,24480,15035
237,1,2,24840,4523
237,1,3,25020,8366
237,2,0,24640,1785
237,2,1,23936,2439
237,2,2,24288,2907
237,2,3,24640,3911
238,0,0,25060,2136
238,0,1,24523,0
238,0,2,24300,504
238,0,3,25200,1643
238,1,0,25159,637
238,1,1,49504,3430
238,1,2,25298,7359
238,2,0,24603,6632
238,2,1,24249,1299
238,2,2,24072,2691
238,2,3,24957,3340
239,0,0,62338,17620
239,0,1,21158,4109
239,0,2,48081,10263
239,0,3,16520,4170
239,0,4,17220,4543
239,0,5,11760,3844
239,0,6,31831,6237
239,0,7,20300,4086
239,0,8,16380,2984
240,0,0,25380,0
240,0,1,24254,0
240,0,2,24752,0
240,0,3,25340,4928
240,1,0,25200,2285
240,1,1,24797,1780
240,1,2,24206,4211
240,1,3,25159,4235
240,2,0,24742,2464
240,2,1,23270,1274
240,2,2,24523,530
240,2,3,25060,4475
241,0,0,24978,4686
241,0,1,25200,1410
241,0,2,25560,1498
241,0,3,22860,1325
241,1,0,25239,1759
241,1,1,23091,3040
241,1,2,24344,773
241,1,3,24702,3120
241,2,0,25098,6646
241,2,1,24386,6443
241,2,2,23895,4164
241,2,3,24603,7830
242,0,0,61460,16984
242,0,1,20580,3775
242,0,2,14628,3459
242,0,3,25020,6919
242,0,4,16240,4467
242,0,5,23630,7361
242,0,6,20586,5218
242,0,7,14946,4780
242,0,8,16380,5874
242,0,9,13160,2041
242,0,10,13761,2256
243,0,0,25060,4696
243,0,1,24660,7729
243,0,2,24660,8432
243,0,3,25560,6527
243,1,0,25418,4429
243,1,1,27029,6069
243,1,2,20048,4206
243,1,3,25239,5584
243,2,0,24780,6546
243,2,1,24249,4952
243,2,2,24249,1538
243,2,3,24957,3376
244,0,0,25239,5776
244,0,1,24344,4028
244,0,2,24208,2702
244,0,3,25098,4080
244,1,0,24816,1940
244,1,1,24112,1710
244,1,2,23800,3348
244,1,3,23975,4806
244,2,0,24920,2016
244,2,1,74048,3605
245,0,0,62322,15448
245,0,1,20727,1079
245,0,2,18060,2248
245,0,3,21980,3928
245,0,4,41160,3412
245,0,5,20440,4608
245,0,6,16380,5375
245,0,7,20433,4741
245,0,8,22796,7826
246,0,0,25521,2242
246,0,1,25116,4534
246,0,2,24752,3255
246,0,3,25480,6696
246,1,0,25239,4195
246,1,1,24660,2593
246,1,2,24523,8550
246,1,3,25060,7427
246,2,0,24957,3496
246,2,1,24386,4974
246,2,2,24072,3045
246,2,3,24957,5909
247,0,0,24840,5718
247,0,1,24480,4087
247,0,2,25239,6414
247,0,3,25060,2822
247,1,0,25239,4509
247,1,1,24660,2935
247,1,2,24480,3418
247,1,3,25020,8343
247,2,0,24780,544
247,2,1,48321,10225
247,2,2,24640,2909
248,0,0,62906,19668
248,0,1,20874,4447
248,0,2,14840,4751
248,0,3,11060,3254
248,0,4,13395,2686
248,0,5,22137,3736
248,0,6,18340,8911
248,0,7,20868,5647
248,0,8,15087,480
248,0,9,14980,3096
248,0,10,15087,0
248,0,11,14280,1884
249,0,0,49594,11453
249,0,1,25060,7315
249,0,2,25380,1854
249,1,0,24978,3066
249,1,1,25159,5822
249,1,2,25521,2545
249,1,3,24978,5077
249,2,0,24564,5824
249,2,1,24249,1796
249,2,2,24780,6669
249,2,3,24780,3238
250,0,0,25239,2452
250,0,1,49320,17312
250,0,2,25200,4348
250,1,0,25239,4560
250,1,1,24702,5118
250,1,2,24344,2259
250,1,3,24881,5210
250,2,0,25098,2083
250,2,1,27590,1866
250,2,2,19511,0
250,2,3,24603,2445
251,0,0,61880,14951
251,0,1,20440,1638
251,0,2,25060,2072
251,0,3,15120,3832
251,0,4,24186,4637
251,0,5,15568,3495
251,0,6,19740,0
251,0,7,25200,5840
251,0,8,20720,1452
251,0,9,14700,5047
252,0,0,24881,1239
252,0,1,29356,658
252,0,2,18720,1539
252,0,3,25200,6897
252,1,0,25521,1081
252,1,1,24797,0
252,1,2,24570,0
252,1,3,25340,3281
252,2,0,24920,1066
252,2,1,24208,0
252,2,2,24030,0
252,2,3,24920,5131
253,0,0,61880,16309
253,0,1,20580,2398
253,0,2,17920,4472
253,0,3,22278,4931
253,0,4,18471,6159
253,0,5,21840,6074
253,0,6,20440,6777
253,0,7,22820,2466
253,0,8,21140,2174
253,0,9,15820,1224
254,0,0,25380,0
254,0,1,24480,224
254,0,2,24660,192
254,0,3,25020,2488
254,1,0,25239,3635
254,1,1,24165,0
254,1,2,24702,0
254,1,3,25239,1186
254,2,0,25521,0
254,2,1,24797,0
254,2,2,24480,480
254,2,3,25060,5091
255,0,0,25560,4484
255,0,1,49140,3745
255,0,2,25060,3361
255,1,0,25560,4881
255,1,1,24660,7616
255,1,2,24344,5288
255,1,3,24881,6537
255,2,0,25098,3499
255,2,1,48416,6322
255,2,2,25098,4333
256,0,0,62181,16854
256,0,1,20586,1314
256,0,2,15540,6529
256,0,3,24640,6395
256,0,4,24603,2966
256,0,5,15290,3286
256,0,6,21280,9755
256,0,7,13622,2434
256,0,8,20720,4865
256,0,9,24640,4741
257,0,0,25239,4472
257,0,1,24523,5232
257,0,2,24660,3591
257,0,3,25380,7745
257,1,0,25380,7350
257,1,1,49232,9625
257,1,2,25380,4755
257,2,0,24957,5292
257,2,1,24072,5255
257,2,2,24249,6532
257,2,3,24603,5015
258,0,0,24660,1310
258,0,1,25200,4243
258,0,2,25239,6850
258,0,3,24344,5396
258,1,0,25239,2966
258,1,1,24165,4589
258,1,2,24523,7672
258,1,3,25060,4978
258,2,0,24523,5467
258,2,1,24742,3930
258,2,2,25276,4976
258,2,3,25098,5207
259,0,0,83580,22660
259,0,1,16402,2988
259,0,2,41877,8804
259,0,3,23970,3660
259,0,4,20440,0
259,0,5,12180,0
259,0,6,48720,612
260,0,0,24797,4157
260,0,1,25380,2192
260,0,2,25521,3582
260,0,3,24797,1770
260,1,0,25340,1995
260,1,1,49413,7294
260,1,2,24702,4603
260,2,0,25239,780
260,2,1,24523,0
260,2,2,24344,1242
260,2,3,24920,1628
261,0,0,27693,0
261,0,1,25340,3023
261,0,2,20700,5190
261,0,3,25239,6324
261,1,0,24797,6514
261,1,1,25521,4037
261,1,2,25883,5236
261,1,3,24797,6350
261,2,0,24523,2994
261,2,1,24920,7344
261,2,2,25239,4737
261,2,3,24523,5739
262,0,0,25060,3687
262,0,1,24165,7182
262,0,2,23040,5458
262,0,3,24920,7597
262,1,0,25200,5556
262,1,1,24480,2929
262,1,2,24660,7032
262,1,3,24881,7851
262,2,0,24603,3279
262,2,1,23364,3477
262,2,2,23584,3495
262,2,3,24288,3185
263,0,0,62622,18054
263,0,1,20732,2858
263,0,2,18318,3373
263,0,3,21855,4207
263,0,4,16356,4803
263,0,5,24111,4148
263,0,6,20580,2165
263,0,7,16380,3347
263,0,8,25993,6933
263,0,9,17375,5491
264,0,0,25200,3463
264,0,1,24616,3175
264,0,2,24616,4385
264,0,3,25380,6318
264,1,0,25200,4140
264,1,1,24840,3896
264,1,2,24480,5661
264,1,3,25060,5160
264,2,0,24603,3644
264,2,1,23674,7290
264,2,2,24208,9460
264,2,3,24742,6491
265,0,0,25020,7629
265,0,1,24840,5187
265,0,2,24344,9015
265,0,3,24742,4974
265,1,0,24616,6592
265,1,1,25159,7350
265,1,2,25340,3518
265,1,3,24616,6694
265,2,0,24480,2661
265,2,1,25239,8792
265,2,2,25418,3471
265,2,3,24523,6551
266,0,0,63635,16703
266,0,1,20878,2407
266,0,2,13580,2958
266,0,3,11900,3004
266,0,4,14626,5163
266,0,5,41736,7351
266,0,6,20727,7307
266,0,7,30672,5187
266,0,8,13113,0
266,0,9,16800,4654
267,0,0,25560,0
267,0,1,23040,0
267,0,2,24660,0
267,0,3,25060,0
267,1,0,25060,1302
267,1,1,48688,9901
267,1,2,24920,4399
267,2,0,24920,4822
267,2,1,48772,6632
267,2,2,25098,240
268,0,0,25060,4127
268,0,1,24344,4250
268,0,2,24208,2964
268,0,3,24742,3526
268,1,0,25200,5252
268,1,1,24480,8312
268,1,2,24616,6665
268,1,3,25883,6354
268,2,0,25239,390
268,2,1,24523,0
268,2,2,24386,6732
268,2,3,25098,5440
269,0,0,61716,15554
269,0,1,20433,2877
269,0,2,16940,1081
269,0,3,23380,3108
269,0,4,14140,0
269,0,5,13066,2052
269,0,6,11676,0
269,0,7,20720,3486
269,0,8,12600,2587
269,0,9,13440,3674
269,0,10,10981,2720
269,0,11,21823,7565
270,0,0,25060,3592
270,0,1,48867,8543
270,0,2,25060,4740
270,1,0,25020,3665
270,1,1,24480,5259
270,1,2,24300,4531
270,1,3,25060,3583
270,2,0,24742,4022
270,2,1,24208,4282
270,2,2,24072,4773
270,2,3,24780,3990
271,0,0,25480,3214
271,0,1,24752,4260
271,0,2,24616,7473
271,0,3,25702,9425
271,1,0,24920,5254
271,1,1,24386,4066
271,1,2,24344,2338
271,1,3,25239,5766
271,2,0,25276,5663
271,2,1,22784,2591
271,2,2,24426,462
271,2,3,24957,7304
272,0,0,61855,15732
272,0,1,20294,2380
272,0,2,41440,4967
272,0,3,16638,4463
272,0,4,23547,3817
272,0,5,20720,5652
272,0,6,26180,6636
272,0,7,34580,7530
273,0,0,25380,4331
273,0,1,21240,2367
273,0,2,27056,0
273,0,3,24920,3401
273,1,0,24978,0
273,1,1,24978,3000
273,1,2,25521,1728
273,1,3,25200,0
273,2,0,24742,3442
273,2,1,24208,0
273,2,2,24208,378
273,2,3,24920,6238
274,0,0,24742,3834
274,0,1,48594,10537
274,0,2,24920,6506
274,1,0,25560,2986
274,1,1,24660,4453
274,1,2,24073,8500
274,1,3,25560,3477
274,2,0,24920,4740
274,2,1,24344,4748
274,2,2,24344,5849
274,2,3,24920,6993
275,0,0,63635,17177
275,0,1,21021,1099
275,0,2,24850,34048
275,0,3,25200,3758
275,0,4,14840,5160
275,0,5,15228,1846
275,0,6,37062,11506
275,0,7,24957,4100
275,0,8,21009,6973
276,0,0,25803,2824
276,0,1,76494,6730
276,1,0,25521,4068
276,1,1,24797,0
276,1,2,24300,4401
276,1,3,25200,10423
276,2,0,25098,6320
276,2,1,24840,15453
276,2,2,23986,10719
276,2,3,25239,3597
277,0,0,49504,0
277,0,1,25521,3259
277,0,2,25521,0
277,1,0,25480,1607
277,1,1,24934,2394
277,1,2,24616,1690
277,1,3,25020,0
277,2,0,25060,5648
277,2,1,24702,4361
277,2,2,24564,2974
277,2,3,25276,6533
278,0,0,62020,14579
278,0,1,19460,1788
278,0,2,36500,3315
278,0,3,18995,1575
278,0,4,19519,2411
278,0,5,30952,983
278,1,0,19043,1810
278,1,1,63106,12060
279,0,0,25060,2034
279,0,1,24702,2591
279,0,2,24344,2630
279,0,3,25098,7826
279,1,0,25560,3634
279,1,1,24660,6566
279,1,2,24523,7152
279,1,3,25060,6287
279,2,0,24920,6049
279,2,1,24386,6226
279,2,2,24386,6598
279,2,3,25454,9194
280,0,0,24957,4582
280,0,1,24386,2299
280,0,2,24208,3103
280,0,3,24603,4676
280,1,0,25200,4031
280,1,1,24660,5111
280,1,2,24165,0
280,1,3,25060,9740
280,2,0,25098,1918
280,2,1,23449,3640
280,2,2,24208,1772
280,2,3,24742,4075
281,0,0,62300,15630
281,0,1,20440,5377
281,0,2,12690,4909
281,0,3,41440,5365
281,0,4,27580,2991
281,0,5,13720,0
281,0,6,22260,5540
281,0,7,20433,4567
281,0,8,22379,1965
282,0,0,25380,5261
282,0,1,24840,5710
282,0,2,24523,3924
282,0,3,25597,3638
282,1,0,25521,4121
282,1,1,49413,9248
282,1,2,25560,5276
282,2,0,24702,6895
282,2,1,25239,8821
282,2,2,25560,4605
282,2,3,24840,5470
283,0,0,25380,6095
283,0,1,24480,7003
283,0,2,24300,2880
283,0,3,24881,6032
283,1,0,25098,5191
283,1,1,24344,3841
283,1,2,24344,6200
283,1,3,24920,6103
283,2,0,49662,6027
283,2,1,24386,3007
283,2,2,24603,5081
284,0,0,62622,15244
284,0,1,20874,1380
284,0,2,24500,2931
284,0,3,41595,11243
284,0,4,15820,2436
284,0,5,20155,4042
284,0,6,12600,3250
284,0,7,30719,6640
284,0,8,16263,3100
285,0,0,25418,3476
285,0,1,27745,6175
285,0,2,20406,3682
285,0,3,25060,5570
285,1,0,25239,4646
285,1,1,24523,3237
285,1,2,24523,4626
285,1,3,24881,5712
285,2,0,24957,4445
285,2,1,20178,3450
285,2,2,27612,5739
285,2,3,24957,7457
286,0,0,24660,3550
286,0,1,25060,8366
286,0,2,25380,6787
286,0,3,25020,4623
286,1,0,25560,5679
286,1,1,20520,0
286,1,2,27180,4884
286,1,3,25418,4211
286,2,0,24702,4847
286,2,1,25098,5319
286,2,2,25060,5178
286,2,3,24344,6124
287,0,0,62160,19821
287,0,1,20580,4094
287,0,2,24464,3805
287,0,3,15429,4419
287,0,4,24603,5403
287,0,5,15290,4722
287,0,6,20294,3913
287,0,7,15012,4529
287,0,8,20976,3578
287,0,9,21804,7945
288,0,0,24840,7842
288,0,1,25560,8847
288,0,2,23580,5625
288,0,3,25239,5582
288,1,0,25116,4171
288,1,1,22263,0
288,1,2,25702,3275
288,1,3,25521,6997
288,2,0,25239,6933
288,2,1,49046,4928
288,2,2,25134,2324
289,0,0,25200,4478
289,0,1,24660,2523
289,0,2,24344,1638
289,0,3,25276,6098
289,1,0,25380,6014
289,1,1,24660,7906
289,1,2,24386,2949
289,1,3,24920,6621
289,2,0,24957,2281
289,2,1,24249,5426
289,2,2,24072,6770
289,2,3,24603,5044
290,0,0,61994,16992
290,0,1,19738,4102
290,0,2,40710,6855
290,0,3,16284,7110
290,0,4,23184,7002
290,0,5,20294,3911
290,0,6,13205,2100
290,0,7,13344,2816
290,0,8,31275,3827
291,0,0,24881,5080
291,0,1,24300,4838
291,0,2,24480,3220
291,0,3,25060,3857
291,1,0,25020,6105
291,1,1,24797,6060
291,1,2,24616,4881
291,1,3,25380,4506
291,2,0,24992,5982
291,2,1,23936,7559
291,2,2,24288,5288
291,2,3,24464,5706
292,0,0,24920,7329
292,0,1,24344,6683
292,0,2,24523,8018
292,0,3,25098,6649
292,1,0,24881,1904
292,1,1,24165,5499
292,1,2,24344,6294
292,1,3,24881,3839
292,2,0,24920,2707
292,2,1,36312,6077
292,2,2,11926,0
292,2,3,24742,0
293,0,0,61438,14534
293,0,1,20294,0
293,0,2,41005,210
293,0,3,16124,2553
293,0,4,23460,6361
293,0,5,20580,3056
293,0,6,40740,13632
293,0,7,20440,5967
294,0,0,25380,3548
294,0,1,49868,6091
294,0,2,25340,9377
294,1,0,25239,5581
294,1,1,24480,4222
294,1,2,24480,6773
294,1,3,25200,8713
294,2,0,24780,2779
294,2,1,24386,2654
294,2,2,24208,3002
294,2,3,24780,6319
295,0,0,24616,5126
295,0,1,25521,3811
295,0,2,25159,4065
295,0,3,24797,1313
295,1,0,18824,5039
295,1,1,28836,3122
295,1,2,24742,4914
295,1,3,25560,5045
295,2,0,24480,4431
295,2,1,25060,7436
295,2,2,25380,3038
295,2,3,24660,4012
296,0,0,82705,15470
296,0,1,12927,0
296,0,2,27300,0
296,0,3,41160,120
296,0,4,20294,378
296,0,5,14734,1032
296,0,6,25993,1581
296,0,7,18626,5745
297,0,0,24840,4636
297,0,1,25597,4489
297,0,2,25380,3983
297,0,3,24660,3500
297,1,0,27150,1454
297,1,1,20634,0
297,1,2,25521,3728
297,1,3,25560,3388
297,2,0,23270,9313
297,2,1,20227,8595
297,2,2,25060,3886
297,2,3,25098,3378
297,2,4,24386,5248
298,0,0,25418,3605
298,0,1,24523,4893
298,0,2,24523,3145
298,0,3,24920,5260
298,1,0,25098,0
298,1,1,48416,3582
298,1,2,24603,5727
298,2,0,24816,2838
298,2,1,23936,8120
298,2,2,24249,3804
298,2,3,24464,4397
299,0,0,62020,16719
299,0,1,20440,3405
299,0,2,13344,3795
299,0,3,26410,3880
299,0,4,40866,6167
299,0,5,20433,3677
299,0,6,34194,7049
299,0,7,25944,5290
300,0,0,25521,1635
300,0,1,24888,5796
300,0,2,50960,8098
300,1,0,19910,4697
300,1,1,28779,6305
300,1,2,25159,3150
300,1,3,25200,2470
300,2,0,25098,5338
300,2,1,24386,5972
300,2,2,24344,5529
300,2,3,25239,4352
301,0,0,22750,5429
301,0,1,24660,6539
301,0,2,25239,8467
301,0,3,25521,5441
301,1,0,24978,8014
301,1,1,25380,6298
301,1,2,25340,5045
301,1,3,24797,6881
301,2,0,49046,11763
301,2,1,24920,6032
301,2,2,25098,4378
302,0,0,63206,12377
302,0,1,21021,3475
302,0,2,26132,1359
302,0,3,39900,9820
302,0,4,15429,4079
302,0,5,20010,3156
302,0,6,19596,0
302,0,7,16380,0
302,0,8,23491,4009
303,0,0,24934,5063
303,0,1,25521,5949
303,0,2,24797,5564
303,0,3,25200,6093
303,1,0,24934,4200
303,1,1,25340,4097
303,1,2,25340,4983
303,1,3,25159,4213
303,2,0,25200,238
303,2,1,24660,0
303,2,2,24523,748
303,2,3,25418,5135
304,0,0,24742,8757
304,0,1,24030,5317
304,0,2,24344,4571
304,0,3,24881,3308
304,1,0,24920,5554
304,1,1,24208,6056
304,1,2,24208,7131
304,1,3,25098,4510
304,2,0,25098,1040
304,2,1,24208,2449
304,2,2,24030,4795
304,2,3,25098,2834
305,0,0,63190,17583
305,0,1,20448,0
305,0,2,24500,2316
305,0,3,15568,0
305,0,4,24325,1352
305,0,5,15707,2958
305,0,6,20433,8442
305,0,7,23769,0
305,0,8,36432,5410
306,0,0,25239,3055
306,0,1,24344,0
306,0,2,24208,3446
306,0,3,24920,4403
306,1,0,25418,2390
306,1,1,24344,4474
306,1,2,24208,3950
306,1,3,24920,4286
306,2,0,24564,2962
306,2,1,24208,4297
306,2,2,24208,4560
306,2,3,24780,9899
307,0,0,24480,0
307,0,1,24523,1251
307,0,2,25098,4147
307,0,3,24881,1183
307,1,0,24523,6356
307,1,1,24344,5566
307,1,2,24957,4899
307,1,3,24564,3128
307,2,0,24072,4648
307,2,1,24112,6923
307,2,2,24640,6043
307,2,3,24464,2454
308,0,0,62322,14783
308,0,1,20727,3064
308,0,2,16660,2111
308,0,3,23240,4919
308,0,4,23800,4053
308,0,5,16124,4230
308,0,6,20440,3481
308,0,7,16638,2482
308,0,8,21140,5080
308,0,9,21980,6874
309,0,0,25200,3338
309,0,1,24480,8425
309,0,2,24702,4821
309,0,3,25098,6746
309,1,0,24978,4281
309,1,1,25340,5395
309,1,2,25159,7482
309,1,3,24978,7790
309,2,0,24523,4372
309,2,1,24920,5301
309,2,2,25098,6243
309,2,3,24386,8418
310,0,0,25200,5176
310,0,1,24660,2710
310,0,2,23220,4675
310,0,3,24881,3941
310,1,0,25060,546
310,1,1,48780,12221
310,1,2,24840,6419
310,2,0,24780,5400
310,2,1,21417,5242
310,2,2,23584,3007
310,2,3,24464,5607
311,0,0,28217,9978
311,0,1,17375,7035
311,0,2,15707,2247
311,0,3,19872,1919
311,0,4,41700,2590
311,0,5,26410,6594
311,0,6,13110,834
311,0,7,20002,6438
311,0,8,25756,119
311,0,9,17536,0
311,0,10,15344,4841
312,0,0,25560,3022
312,0,1,24480,6187
312,0,2,24523,5553
312,0,3,24881,3690
312,1,0,24881,0
312,1,1,24480,8418
312,1,2,24480,7605
312,1,3,25060,7005
312,2,0,25098,6265
312,2,1,24564,6398
312,2,2,24386,602
312,2,3,24920,3280
313,0,0,24480,8454
313,0,1,25060,1735
313,0,2,25200,5430
313,0,3,24660,0
313,1,0,24480,6730
313,1,1,24480,8931
313,1,2,25200,7256
313,1,3,24881,4172
313,2,0,24920,0
313,2,1,73870,12469
314,0,0,62181,14539
314,0,1,20586,1999
314,0,2,14840,1857
314,0,3,25380,2057
314,0,4,41160,21716
314,0,5,20155,6365
314,0,6,28905,4173
314,0,7,32571,4694
315,0,0,25200,3392
315,0,1,24660,2610
315,0,2,24660,2179
315,0,3,25060,8542
315,1,0,24660,2106
315,1,1,25380,9261
315,1,2,24480,4656
315,1,3,25239,2493
315,2,0,49686,7379
315,2,1,25702,4732
315,2,2,25521,7541
316,0,0,25060,4988
316,0,1,24480,4805
316,0,2,24480,0
316,0,3,25200,3249
316,1,0,25340,6135
316,1,1,24435,5473
316,1,2,24752,4062
316,1,3,25159,8532
316,2,0,24957,2925
316,2,1,24386,5082
316,2,2,24030,5978
316,2,3,24780,5488
317,0,0,62322,16951
317,0,1,20727,7007
317,0,2,13959,0
317,0,3,27300,0
317,0,4,13344,0
317,0,5,25900,1422
317,0,6,16520,1778
317,0,7,28356,1846
317,0,8,14734,2046
317,0,9,20433,0
318,0,0,25060,4557
318,0,1,24480,4326
318,0,2,24480,5234
318,0,3,25020,9180
318,1,0,24920,4032
318,1,1,24523,4770
318,1,2,24344,4625
318,1,3,24881,7271
318,2,0,24957,3385
318,2,1,24249,5564
318,2,2,22962,5993
318,2,3,24603,6980
319,0,0,23711,6969
319,0,1,25380,9554
319,0,2,25521,8419
319,0,3,24616,8762
319,1,0,25200,7281
319,1,1,22680,6777
319,1,2,24386,7916
319,1,3,24920,8591
319,2,0,24920,5045
319,2,1,24208,5571
319,2,2,24249,6832
319,2,3,24603,8249
320,0,0,60720,15806
320,0,1,20010,1740
320,0,2,40449,5292
320,0,3,40727,6463
320,0,4,20155,4916
320,0,5,19460,5596
320,0,6,19321,4474
320,0,7,20148,6110
321,0,0,27360,6557
321,0,1,25200,3196
321,0,2,25380,2637
321,0,3,20700,7147
321,1,0,23986,10255
321,1,1,25239,7279
321,1,2,25060,3339
321,1,3,24702,5969
321,2,0,25098,4456
321,2,1,24386,6632
321,2,2,24072,3474
321,2,3,24957,1044
322,0,0,25060,4176
322,0,1,23807,0
322,0,2,46644,2565
322,1,0,25060,6059
322,1,1,24523,5637
322,1,2,24165,4092
322,1,3,24881,5836
322,2,0,24881,2139
322,2,1,24300,4349
322,2,2,24480,1681
322,2,3,24881,3054
323,0,0,59754,17710
323,0,1,20286,1778
323,0,2,20155,252
323,0,3,18765,1406
323,0,4,19321,1250
323,0,5,19460,1780
323,0,6,18768,2013
323,0,7,19320,310
323,0,8,19182,7446
323,0,9,20139,3064
324,0,0,25060,5012
324,0,1,24344,3125
324,0,2,24344,5088
324,0,3,24881,2012
324,1,0,20585,0
324,1,1,78939,2121
324,1,2,68442,0
324,2,0,24957,5472
324,2,1,23895,4412
324,2,2,23496,9809
324,2,3,23140,9490
324,2,4,24742,5112
325,0,0,24780,4565
325,0,1,48144,6364
325,0,2,24603,3428
325,1,0,24702,6840
325,1,1,24881,5907
325,1,2,25239,4587
325,1,3,24165,6756
325,2,0,25060,6226
325,2,1,24165,7472
325,2,2,24030,7220
325,2,3,24780,5534
326,0,0,60858,16203
326,0,1,20010,2451
326,0,2,22657,3267
326,0,3,17236,4615
326,0,4,16698,4022
326,0,5,22494,6660
326,0,6,20286,6449
326,0,7,32804,25960
326,0,8,13700,3124
326,0,9,12741,1772
327,0,0,24934,3246
327,0,1,25521,5435
327,0,2,24616,6584
327,0,3,25418,3720
327,1,0,24978,5116
327,1,1,24840,5978
327,1,2,25239,5147
327,1,3,25380,6676
327,2,0,49413,10879
327,2,1,25380,4253
327,2,2,25239,5510
328,0,0,25159,2234
328,0,1,24616,6405
328,0,2,24435,10257
328,0,3,25340,5085
328,1,0,25418,0
328,1,1,24344,0
328,1,2,21838,5771
328,1,3,25060,4094
328,2,0,50400,9176
328,2,1,24616,3229
328,2,2,24840,2743
329,0,0,60858,18576
329,0,1,20286,3984
329,0,2,16660,4767
329,0,3,23240,8404
329,0,4,40866,4360
329,0,5,20433,8708
329,0,6,30719,9351
329,0,7,29746,6379
330,0,0,24742,3744
330,0,1,36846,4439
330,0,2,11098,0
330,0,3,24742,4488
330,1,0,25239,2382
330,1,1,19153,4188
330,1,2,28640,1577
330,1,3,24881,4110
330,2,0,24920,3437
330,2,1,24030,3398
330,2,2,24030,5409
330,2,3,25098,3588
331,0,0,24797,0
331,0,1,24616,0
331,0,2,25740,1800
331,0,3,25020,5740
331,1,0,24523,2079
331,1,1,25060,3421
331,1,2,24386,9490
331,1,3,24386,1135
331,2,0,23140,6625
331,2,1,24957,4906
331,2,2,25134,2544
331,2,3,24249,5972
332,0,0,62322,13881
332,0,1,20727,293
332,0,2,57084,6062
332,0,3,26980,6769
332,0,4,20286,6281
332,0,5,23213,2360
332,0,6,36279,4525
333,0,0,24840,2870
333,0,1,25380,7263
333,0,2,25380,3590
333,0,3,22320,7073
333,1,0,24934,9170
333,1,1,24616,6328
333,1,2,25200,6526
333,1,3,25521,4429
333,2,0,24344,6052
333,2,1,24920,5491
333,2,2,25239,3844
333,2,3,24523,5086
334,0,0,74753,15051
334,0,1,25521,2128
334,1,0,25200,4975
334,1,1,48960,9366
334,1,2,25060,4169
334,2,0,22606,3371
334,2,1,24344,4245
334,2,2,24165,7328
334,2,3,24920,5668
335,0,0,84177,21764
335,0,1,13205,1441
335,0,2,26740,3408
335,0,3,41160,13595
335,0,4,20440,6097
335,0,5,22960,8511
335,0,6,19182,3052
335,0,7,16958,2929
336,0,0,25060,3274
336,0,1,24480,6236
336,0,2,24480,5111
336,0,3,24920,4664
336,1,0,25200,3526
336,1,1,24660,5110
336,1,2,24480,0
336,1,3,25380,4307
336,2,0,24881,4632
336,2,1,24702,4778
336,2,2,24523,1750
336,2,3,25098,8006
337,0,0,25060,6239
337,0,1,24523,5051
337,0,2,24208,5968
337,0,3,24920,6523
337,1,0,25380,4527
337,1,1,32220,1165
337,1,2,16468,2757
337,1,3,25098,7860
337,2,0,24702,5177
337,2,1,25239,4658
337,2,2,25239,6728
337,2,3,24523,2556
338,0,0,61438,16977
338,0,1,20155,3209
338,0,2,23520,5274
338,0,3,40880,3248
338,0,4,16541,0
338,0,5,25662,2874
338,0,6,34860,6301
338,0,7,20580,3362
339,0,0,25239,2350
339,0,1,22500,2391
339,0,2,24480,247
339,0,3,25200,4216
339,1,0,25060,4668
339,1,1,24660,4399
339,1,2,23760,4407
339,1,3,24881,3266
339,2,0,49383,7059
339,2,1,24249,5859
339,2,2,24816,4881
340,0,0,25702,4410
340,0,1,49413,5449
340,0,2,25200,3019
340,1,0,24978,4888
340,1,1,25200,5071
340,1,2,25560,4701
340,1,3,24840,2245
340,2,0,24840,0
340,2,1,25380,342
340,2,2,25560,2296
340,2,3,24660,3260
341,0,0,61577,16549
341,0,1,20294,2645
341,0,2,24912,3291
341,0,3,16128,6256
341,0,4,15820,4840
341,0,5,24047,8812
341,0,6,20148,5162
341,0,7,32340,7784
341,0,8,27939,7760
342,0,0,25239,4549
342,0,1,48688,14911
342,0,2,24920,6075
342,1,0,24344,8963
342,1,1,25060,6722
342,1,2,25239,7530
342,1,3,24523,8700
